ID,Name,Date,Time,Event,Status,Latitude,Longitude,Maximum Wind,Minimum Pressure,Low Wind NE,Low Wind SE,Low Wind SW,Low Wind NW,Moderate Wind NE,Moderate Wind SE,Moderate Wind SW,Moderate Wind NW,High Wind NE,High Wind SE,High Wind SW,High Wind NW,Lat_Lon_Combined,geo_data,address,country,country_code,locality,county,state,house_number,road,postcode,place,suburb,city,state_district,town,hamlet,village,archipelago,city_district,amenity,region,building,municipality,neighbourhood,tourism,leisure,aeroway,residential,highway,township,island,landuse,farm,shop,man_made,isolated_dwelling,quarter,yes,historic,province,subdivision,department,industrial,farmyard,borough,club,office,Lat Split,Long Split
AL041894,            UNNAMED,18940927,700, L, HU,32.3N,80.7W,80,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"32.3N, 80.7W","{'place_id': 282606649, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1856998, 'lat': '32.3850708', 'lon': '-80.6923169', 'display_name': 'Beaufort County, South Carolina, United States', 'address': {'county': 'Beaufort County', 'state': 'South Carolina', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['32.0767388', '32.7084813', '-81.016624', '-80.363003']}","{'county': 'Beaufort County', 'state': 'South Carolina', 'country': 'United States', 'country_code': 'us'}",United States,us,,Beaufort County,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.3,-80.7
AL041894,            UNNAMED,18940927,1200,  , HU,33.0N,80.3W,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"33.0N, 80.3W","{'place_id': 282602560, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1857002, 'lat': '33.0756291', 'lon': '-80.3431133', 'display_name': 'Dorchester County, South Carolina, United States', 'address': {'county': 'Dorchester County', 'state': 'South Carolina', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['32.8178085', '33.3344913', '-80.7916233', '-80.078957']}","{'county': 'Dorchester County', 'state': 'South Carolina', 'country': 'United States', 'country_code': 'us'}",United States,us,,Dorchester County,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,-80.3
AL041894,            UNNAMED,18940927,1800,  , HU,33.7N,79.4W,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"33.7N, 79.4W","{'place_id': 147114894, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 191961256, 'lat': '33.70058132952319', 'lon': '-79.40079653753409', 'display_name': 'County Line Road, Outland, Georgetown County, South Carolina, 29554, United States', 'address': {'road': 'County Line Road', 'hamlet': 'Outland', 'county': 'Georgetown County', 'state': 'South Carolina', 'postcode': '29554', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['33.659604', '33.726832', '-79.418962', '-79.372574']}","{'road': 'County Line Road', 'hamlet': 'Outland', 'county': 'Georgetown County', 'state': 'South Carolina', 'postcode': '29554', 'country': 'United States', 'country_code': 'us'}",United States,us,,Georgetown County,South Carolina,,County Line Road,29554,,,,,,Outland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.7,-79.4
AL041894,            UNNAMED,18940928,0,  , TS,34.0N,78.5W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"34.0N, 78.5W","{'place_id': 101984517, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 16416173, 'lat': '33.99704', 'lon': '-78.5034175', 'display_name': 'Rustic Trail Northwest, Brunswick County, North Carolina, 28420, United States', 'address': {'road': 'Rustic Trail Northwest', 'county': 'Brunswick County', 'state': 'North Carolina', 'postcode': '28420', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['33.9957117', '33.99704', '-78.510645', '-78.5034175']}","{'road': 'Rustic Trail Northwest', 'county': 'Brunswick County', 'state': 'North Carolina', 'postcode': '28420', 'country': 'United States', 'country_code': 'us'}",United States,us,,Brunswick County,North Carolina,,Rustic Trail Northwest,28420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,-78.5
AL041894,            UNNAMED,18940928,600,  , TS,34.4N,77.6W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"34.4N, 77.6W","{'place_id': 282595694, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 176841, 'lat': '34.3651685', 'lon': '-77.6305293', 'display_name': 'Topsail Beach, Pender County, North Carolina, United States', 'address': {'village': 'Topsail Beach', 'county': 'Pender County', 'state': 'North Carolina', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['34.347588', '34.4048834', '-77.673223', '-77.59302']}","{'village': 'Topsail Beach', 'county': 'Pender County', 'state': 'North Carolina', 'country': 'United States', 'country_code': 'us'}",United States,us,,Pender County,North Carolina,,,,,,,,,,Topsail Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.4,-77.6
AL041894,            UNNAMED,18940928,1200, L, TS,34.7N,76.7W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"34.7N, 76.7W","{'place_id': 248995078, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 755243722, 'lat': '34.6984603328743', 'lon': '-76.70081968478084', 'display_name': 'East Fort Macon Road, Carteret County, North Carolina, 28512, United States', 'address': {'road': 'East Fort Macon Road', 'county': 'Carteret County', 'state': 'North Carolina', 'postcode': '28512', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['34.6950321', '34.6984646', '-76.7008277', '-76.683345']}","{'road': 'East Fort Macon Road', 'county': 'Carteret County', 'state': 'North Carolina', 'postcode': '28512', 'country': 'United States', 'country_code': 'us'}",United States,us,,Carteret County,North Carolina,,East Fort Macon Road,28512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.7,-76.7
AL041894,            UNNAMED,18940928,1800,  , TS,35.2N,76.3W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"35.2N, 76.3W","{'place_id': 282700160, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2528682, 'lat': '34.8496625', 'lon': '-76.5931208', 'display_name': 'Carteret County, North Carolina, United States', 'address': {'county': 'Carteret County', 'state': 'North Carolina', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['34.531736', '35.2014775', '-77.1677717', '-76.006557']}","{'county': 'Carteret County', 'state': 'North Carolina', 'country': 'United States', 'country_code': 'us'}",United States,us,,Carteret County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2,-76.3
AL041894,            UNNAMED,18940929,0,  , TS,35.8N,75.8W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"35.8N, 75.8W","{'place_id': 102762696, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 16500957, 'lat': '35.79720549171189', 'lon': '-75.80301769021818', 'display_name': 'Long Curve Road, Dare County, North Carolina, United States', 'address': {'road': 'Long Curve Road', 'county': 'Dare County', 'state': 'North Carolina', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['35.7434352', '35.801364', '-75.806887', '-75.794873']}","{'road': 'Long Curve Road', 'county': 'Dare County', 'state': 'North Carolina', 'country': 'United States', 'country_code': 'us'}",United States,us,,Dare County,North Carolina,,Long Curve Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.8,-75.8
AL051894,            UNNAMED,18941009,300, L, HU,30.2N,85.5W,105,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"30.2N, 85.5W","{'place_id': 282518019, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1210718, 'lat': '30.2481693', 'lon': '-85.6593633', 'display_name': 'Bay County, Florida, United States', 'address': {'county': 'Bay County', 'state': 'Florida', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['29.901033', '30.5674239', '-85.999893', '-85.38415']}","{'county': 'Bay County', 'state': 'Florida', 'country': 'United States', 'country_code': 'us'}",United States,us,,Bay County,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.2,-85.5
AL051894,            UNNAMED,18941009,600,  , HU,30.7N,84.7W,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"30.7N, 84.7W","{'place_id': 282512167, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1210697, 'lat': '30.5937346', 'lon': '-84.6389937', 'display_name': 'Gadsden County, Florida, United States', 'address': {'county': 'Gadsden County', 'state': 'Florida', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['30.3880867', '30.7115958', '-84.933018', '-84.282521']}","{'county': 'Gadsden County', 'state': 'Florida', 'country': 'United States', 'country_code': 'us'}",United States,us,,Gadsden County,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.7,-84.7
AL051894,            UNNAMED,18941009,1200,  , HU,31.7N,83.0W,70,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"31.7N, 83.0W","{'place_id': 313521907, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 9022127, 'lat': '31.699263112420862', 'lon': '-83.00057068046858', 'display_name': '216, County Road 36, Ben Hill County, Georgia, 31798, United States', 'address': {'house_number': '216', 'road': 'County Road 36', 'county': 'Ben Hill County', 'state': 'Georgia', 'postcode': '31798', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['31.699213112421', '31.699313112421', '-83.000620680469', '-83.000520680469']}","{'house_number': '216', 'road': 'County Road 36', 'county': 'Ben Hill County', 'state': 'Georgia', 'postcode': '31798', 'country': 'United States', 'country_code': 'us'}",United States,us,,Ben Hill County,Georgia,216,County Road 36,31798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.7,-83
AL051894,            UNNAMED,18941009,1800,  , TS,33.0N,80.3W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"33.0N, 80.3W","{'place_id': 282602560, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1857002, 'lat': '33.0756291', 'lon': '-80.3431133', 'display_name': 'Dorchester County, South Carolina, United States', 'address': {'county': 'Dorchester County', 'state': 'South Carolina', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['32.8178085', '33.3344913', '-80.7916233', '-80.078957']}","{'county': 'Dorchester County', 'state': 'South Carolina', 'country': 'United States', 'country_code': 'us'}",United States,us,,Dorchester County,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,-80.3
AL051894,            UNNAMED,18941010,0,  , TS,35.2N,77.5W,60,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"35.2N, 77.5W","{'place_id': 282697403, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2528714, 'lat': '35.0306301', 'lon': '-77.3231405', 'display_name': 'Jones County, North Carolina, United States', 'address': {'county': 'Jones County', 'state': 'North Carolina', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['34.780306', '35.242844', '-77.730301', '-77.0472617']}","{'county': 'Jones County', 'state': 'North Carolina', 'country': 'United States', 'country_code': 'us'}",United States,us,,Jones County,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2,-77.5
AL051894,            UNNAMED,18941010,600,  , HU,37.4N,75.5W,65,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"37.4N, 75.5W","{'place_id': 282416250, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 148838, 'lat': '39.7837304', 'lon': '-100.445882', 'display_name': 'United States', 'address': {'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['-14.7608358', '71.6048217', '-180', '180']}","{'country': 'United States', 'country_code': 'us'}",United States,us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.4,-75.5
AL051894,            UNNAMED,18941010,1500, L, HU,40.7N,72.9W,75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"40.7N, 72.9W","{'place_id': 321390067, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 404243, 'lat': '40.8832318', 'lon': '-72.8578027', 'display_name': 'Suffolk County, New York, United States', 'address': {'county': 'Suffolk County', 'state': 'New York', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['40.5552453', '41.310504', '-73.5474832', '-71.790972']}","{'county': 'Suffolk County', 'state': 'New York', 'country': 'United States', 'country_code': 'us'}",United States,us,,Suffolk County,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7,-72.9
AL051894,            UNNAMED,18941010,1800,  , TS,42.0N,71.9W,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"42.0N, 71.9W","{'place_id': 316629266, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 340308838, 'lat': '42.00000329381171', 'lon': '-71.90004029047748', 'display_name': '1174, Riverside Drive, Perryville, Thompson, Windham County, Connecticut, 06255, United States', 'address': {'house_number': '1174', 'road': 'Riverside Drive', 'hamlet': 'Perryville', 'town': 'Thompson', 'county': 'Windham County', 'state': 'Connecticut', 'postcode': '06255', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['41.999953293812', '42.000053293812', '-71.900090290477', '-71.899990290477']}","{'house_number': '1174', 'road': 'Riverside Drive', 'hamlet': 'Perryville', 'town': 'Thompson', 'county': 'Windham County', 'state': 'Connecticut', 'postcode': '06255', 'country': 'United States', 'country_code': 'us'}",United States,us,,Windham County,Connecticut,1174,Riverside Drive,6255,,,,,Thompson,Perryville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,-71.9
AL051894,            UNNAMED,18941011,0,  , EX,44.8N,70.2W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"44.8N, 70.2W","{'place_id': 79739874, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 7542266426, 'lat': '44.7977307', 'lon': '-70.2007831', 'display_name': '256, Norton Hill Road, Strong, Franklin County, Maine, 04983, United States', 'address': {'house_number': '256', 'road': 'Norton Hill Road', 'town': 'Strong', 'county': 'Franklin County', 'state': 'Maine', 'postcode': '04983', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['44.7976807', '44.7977807', '-70.2008331', '-70.2007331']}","{'house_number': '256', 'road': 'Norton Hill Road', 'town': 'Strong', 'county': 'Franklin County', 'state': 'Maine', 'postcode': '04983', 'country': 'United States', 'country_code': 'us'}",United States,us,,Franklin County,Maine,256,Norton Hill Road,4983,,,,,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.8,-70.2
AL061894,            UNNAMED,18941014,0,  , HU,18.1N,64.9W,85,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"18.1N, 64.9W","{'place_id': 282416250, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 148838, 'lat': '39.7837304', 'lon': '-100.445882', 'display_name': 'United States', 'address': {'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['-14.7608358', '71.6048217', '-180', '180']}","{'country': 'United States', 'country_code': 'us'}",United States,us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1,-64.9
AL011895,            UNNAMED,18950815,1800,  , TS,29.2N,89.7W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"29.2N, 89.7W","{'place_id': 282601496, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1836429, 'lat': '29.4291161', 'lon': '-89.5123524', 'display_name': 'Plaquemines Parish, Louisiana, United States', 'address': {'county': 'Plaquemines Parish', 'state': 'Louisiana', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['28.8542892', '29.9042112', '-90.075683', '-88.8808596']}","{'county': 'Plaquemines Parish', 'state': 'Louisiana', 'country': 'United States', 'country_code': 'us'}",United States,us,,Plaquemines Parish,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.2,-89.7
AL011895,            UNNAMED,18950815,1900, L, TS,29.3N,89.6W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"29.3N, 89.6W","{'place_id': 282601496, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1836429, 'lat': '29.4291161', 'lon': '-89.5123524', 'display_name': 'Plaquemines Parish, Louisiana, United States', 'address': {'county': 'Plaquemines Parish', 'state': 'Louisiana', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['28.8542892', '29.9042112', '-90.075683', '-88.8808596']}","{'county': 'Plaquemines Parish', 'state': 'Louisiana', 'country': 'United States', 'country_code': 'us'}",United States,us,,Plaquemines Parish,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.3,-89.6
AL011895,            UNNAMED,18950816,0,  , TS,29.6N,89.4W,50,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"29.6N, 89.4W","{'place_id': 282601496, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1836429, 'lat': '29.4291161', 'lon': '-89.5123524', 'display_name': 'Plaquemines Parish, Louisiana, United States', 'address': {'county': 'Plaquemines Parish', 'state': 'Louisiana', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['28.8542892', '29.9042112', '-90.075683', '-88.8808596']}","{'county': 'Plaquemines Parish', 'state': 'Louisiana', 'country': 'United States', 'country_code': 'us'}",United States,us,,Plaquemines Parish,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6,-89.4
AL011895,            UNNAMED,18950816,600,  , TS,29.9N,89.1W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"29.9N, 89.1W","{'place_id': 282707339, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1836430, 'lat': '29.8217562', 'lon': '-89.6008692', 'display_name': 'Saint Bernard Parish, Louisiana, United States', 'address': {'county': 'Saint Bernard Parish', 'state': 'Louisiana', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['29.617551', '30.212155', '-90.0118971', '-88.758331']}","{'county': 'Saint Bernard Parish', 'state': 'Louisiana', 'country': 'United States', 'country_code': 'us'}",United States,us,,Saint Bernard Parish,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.9,-89.1
AL011895,            UNNAMED,18950816,1200,  , TS,30.2N,88.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"30.2N, 88.8W","{'place_id': 282599778, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1832969, 'lat': '30.4553392', 'lon': '-89.1313136', 'display_name': 'Harrison County, Mississippi, United States', 'address': {'county': 'Harrison County', 'state': 'Mississippi', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['30.1436769', '30.6776641', '-89.3413414', '-88.7949144']}","{'county': 'Harrison County', 'state': 'Mississippi', 'country': 'United States', 'country_code': 'us'}",United States,us,,Harrison County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.2,-88.8
AL011895,            UNNAMED,18950816,1300, L, TS,30.2N,88.8W,45,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"30.2N, 88.8W","{'place_id': 282599778, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1832969, 'lat': '30.4553392', 'lon': '-89.1313136', 'display_name': 'Harrison County, Mississippi, United States', 'address': {'county': 'Harrison County', 'state': 'Mississippi', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['30.1436769', '30.6776641', '-89.3413414', '-88.7949144']}","{'county': 'Harrison County', 'state': 'Mississippi', 'country': 'United States', 'country_code': 'us'}",United States,us,,Harrison County,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.2,-88.8
AL011895,            UNNAMED,18950816,1800,  , TS,30.7N,88.6W,40,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"30.7N, 88.6W","{'place_id': 133561159, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 138774787, 'lat': '30.7032646', 'lon': '-88.60174770700857', 'display_name': '506, Cedar Creek Road, Old Americus, Jackson County, Mississippi, 39452, United States', 'address': {'house_number': '506', 'road': 'Cedar Creek Road', 'hamlet': 'Old Americus', 'county': 'Jackson County', 'state': 'Mississippi', 'postcode': '39452', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['30.7031937', '30.7033209', '-88.6018801', '-88.6016159']}","{'house_number': '506', 'road': 'Cedar Creek Road', 'hamlet': 'Old Americus', 'county': 'Jackson County', 'state': 'Mississippi', 'postcode': '39452', 'country': 'United States', 'country_code': 'us'}",United States,us,,Jackson County,Mississippi,506,Cedar Creek Road,39452,,,,,,Old Americus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.7,-88.6
AL011895,            UNNAMED,18950817,0,  , TS,31.3N,88.4W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"31.3N, 88.4W","{'place_id': 333573, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 153584668, 'lat': '31.2896182', 'lon': '-88.3872373', 'display_name': 'Escatawpa, Washington County, Alabama, United States', 'address': {'hamlet': 'Escatawpa', 'county': 'Washington County', 'state': 'Alabama', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['31.2696182', '31.3096182', '-88.4072373', '-88.3672373']}","{'hamlet': 'Escatawpa', 'county': 'Washington County', 'state': 'Alabama', 'country': 'United States', 'country_code': 'us'}",United States,us,,Washington County,Alabama,,,,,,,,,Escatawpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.3,-88.4
AL011895,            UNNAMED,18950817,600,  , TD,32.1N,88.2W,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"32.1N, 88.2W","{'place_id': 96351973, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 6270714, 'lat': '32.100987', 'lon': '-88.196063', 'display_name': 'Butler, Choctaw County, Alabama, 36904, United States', 'address': {'village': 'Butler', 'county': 'Choctaw County', 'state': 'Alabama', 'postcode': '36904', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['32.097324', '32.10141', '-88.196097', '-88.19498']}","{'village': 'Butler', 'county': 'Choctaw County', 'state': 'Alabama', 'postcode': '36904', 'country': 'United States', 'country_code': 'us'}",United States,us,,Choctaw County,Alabama,,,36904,,,,,,,Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.1,-88.2
AL011895,            UNNAMED,18950817,1200,  , TD,33.0N,88.1W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"33.0N, 88.1W","{'place_id': 282639847, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1848778, 'lat': '32.8620514', 'lon': '-87.9915392', 'display_name': 'Greene County, Alabama, United States', 'address': {'county': 'Greene County', 'state': 'Alabama', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['32.5176996', '33.1539046', '-88.2072418', '-87.7060098']}","{'county': 'Greene County', 'state': 'Alabama', 'country': 'United States', 'country_code': 'us'}",United States,us,,Greene County,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,-88.1
AL011895,            UNNAMED,18950817,1800,  , TD,33.8N,87.9W,25,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"33.8N, 87.9W","{'place_id': 97939992, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 7668796, 'lat': '33.802573377896174', 'lon': '-87.90005398694889', 'display_name': 'Kirkland Road, Kirkland, Fayette County, Alabama, United States', 'address': {'road': 'Kirkland Road', 'hamlet': 'Kirkland', 'county': 'Fayette County', 'state': 'Alabama', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['33.800224', '33.802871', '-87.91917', '-87.884422']}","{'road': 'Kirkland Road', 'hamlet': 'Kirkland', 'county': 'Fayette County', 'state': 'Alabama', 'country': 'United States', 'country_code': 'us'}",United States,us,,Fayette County,Alabama,,Kirkland Road,,,,,,,Kirkland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8,-87.9
AL041895,            UNNAMED,18951007,400, L, TS,29.3N,94.8W,35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"29.3N, 94.8W","{'place_id': 2903814, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 368163833, 'lat': '29.3004571', 'lon': '-94.7991176', 'display_name': 'Henry Beissner House, Ball Street - Avenue H, Galveston, Galveston County, Texas, 77550, United States', 'address': {'building': 'Henry Beissner House', 'road': 'Ball Street - Avenue H', 'city': 'Galveston', 'county': 'Galveston County', 'state': 'Texas', 'postcode': '77550', 'country': 'United States', 'country_code': 'us'}, 'boundingbox': ['29.3004071', '29.3005071', '-94.7991676', '-94.7990676']}","{'building': 'Henry Beissner House', 'road': 'Ball Street - Avenue H', 'city': 'Galveston', 'county': 'Galveston County', 'state': 'Texas', 'postcode': '77550', 'country': 'United States', 'country_code': 'us'}",United States,us,,Galveston County,Texas,,Ball Street - Avenue H,77550,,,Galveston,,,,,,,,,Henry Beissner House,,,,,,,,,,,,,,,,,,,,,,,,,,29.3,-94.8
